sample	chromosome	start	end	probes	log2
3	21	15070000	15190000	5	-4.2916
3	21	15210000	17250000	101	0.9775
3	21	17270000	32950000	779	0.7013
3	21	32970000	48090000	746	0.8818
3	22	16930000	17270000	14	-0.9884
3	22	17290000	33010000	721	0.0385
3	22	33030000	35250000	112	-0.309
3	22	35270000	51170000	790	0.0123
3	23	70000	2670000	110	-0.9744
3	23	2690000	24870000	1094	-0506
3	23	24890000	35470000	524	-0.8587
3	23	35490000	55790000	954	-0244
3	23	55810000	67230000	372	-0.9312
3	23	67250000	74730000	356	-0.3863
3	23	74750000	76550000	91	-1.0307
3	23	76570000	77390000	40	0.0904
3	23	77410000	84190000	339	-0.8782
3	23	84210000	87070000	144	-0.4282
3	23	87090000	100030000	508	-0.9399
3	23	100050000	116530000	801	-0.2282
3	23	116550000	117010000	24	-1.2263
3	23	117030000	119410000	115	-0.1077
3	23	119430000	133910000	716	-0.7581
3	23	133930000	135990000	97	0.3926
3	23	136010000	138570000	129	-0.0714
3	23	138590000	138910000	17	0.9034
3	23	138930000	149010000	473	0.0224
3	23	149110000	155230000	281	0.292
3	24	2670000	59030000	596	-4.9677
30	1	750000	24250000	1103	0.07
30	1	24270000	24350000	5	-5
30	1	24370000	49350000	1230	0.1102
30	1	49370000	50470000	56	-0.9151
30	1	50490000	61930000	572	0.1798
30	1	61950000	109090000	2308	-0.1351
30	1	109110000	146790000	634	0.453
30	1	146810000	171770000	1137	0.0124
30	1	171790000	185030000	661	-0.4987
30	1	185050000	186370000	67	0964
30	1	186390000	196610000	512	-0.4411
30	1	196630000	234710000	1849	0.0456
30	1	234730000	245070000	505	0.3683
30	1	245090000	249210000	191	-0.091
30	2	30000	8830000	431	-0.21
30	2	8850000	11890000	153	052
30	2	11910000	21390000	469	-0.1505
30	2	21410000	23370000	98	-0.6432
30	2	23390000	34190000	536	0.0524
30	2	34210000	36450000	112	-0.7056
30	2	36470000	48750000	614	0.0636
30	2	48770000	60390000	579	-0.2855
30	2	60410000	75550000	752	0.0461
30	2	75570000	84730000	456	-0.3577
30	2	84750000	100390000	394	0.1156
30	2	100410000	104750000	217	-0.6312
30	2	104770000	106030000	63	1.2858
30	2	106050000	119430000	573	-0.4337
30	2	119450000	122730000	163	0.1096
30	2	122750000	127290000	227	-0.4382
30	2	127310000	137150000	450	0.0604
30	2	137170000	158470000	1052	-0.2685
30	2	158490000	238450000	3971	-0.0394
30	2	238470000	239270000	39	-2.7971
30	2	239290000	241370000	102	-4.2761
30	2	241390000	241850000	24	-2.6347
30	2	241890000	243050000	59	-0.1664
30	3	70000	8210000	406	-0.4368
30	3	8230000	17910000	483	0.1252
30	3	17930000	36650000	932	-0.8744
30	3	36670000	54930000	910	-0.3741
30	3	54950000	55450000	26	-1676
30	3	55470000	58730000	163	-0.314
30	3	58750000	75610000	837	-0.8166
30	3	75630000	75790000	8	-4.6282
30	3	75810000	86710000	542	-0.9432
30	3	86730000	86970000	13	0.1262
30	3	86990000	89090000	106	1.0172
30	3	89110000	89870000	39	-0.8088
30	3	89890000	109210000	801	0.1997
30	3	109230000	118430000	460	-0.2183
30	3	118450000	162510000	2188	0.3469
30	3	162530000	162610000	5	-3.6856
30	3	162630000	187050000	1216	0.2209
30	3	187070000	193030000	298	-0.3334
30	3	193050000	196430000	165	0.0276
30	3	196450000	197090000	32	0.7883
30	3	197110000	197850000	37	-0.2342
30	4	50000	7870000	384	0.4034
30	4	7890000	43210000	1742	-0.8017
30	4	43230000	63390000	824	0.2335
30	4	63410000	147450000	4165	-0.1923
30	4	147470000	191030000	2165	-0.7681
30	5	30000	13510000	670	-0694
30	5	13530000	14130000	31	0.0714
30	5	14150000	17250000	156	1.2034
30	5	17270000	51870000	1516	0.2561
30	5	51890000	56390000	225	-0.6199
30	5	56410000	58530000	106	0.387
30	5	58550000	98610000	1904	-0.7471
30	5	98630000	141530000	2130	0.1894
30	5	141550000	167790000	1301	-0.2468
30	5	167810000	178990000	531	0.4196
30	5	179010000	180090000	54	0.9844
30	5	180110000	180710000	31	0.4007
30	6	170000	9770000	479	-0.0373
30	6	9790000	17110000	365	-0.6645
30	6	17130000	29370000	596	-0.1025
30	6	29390000	46030000	822	0.7643
30	6	46050000	57550000	571	0.2042
30	6	57570000	74530000	668	-0.4446
30	6	74550000	129350000	2719	-0.8339
30	6	129370000	134110000	236	-0013
30	6	134130000	143370000	458	0.3405
30	6	143390000	154410000	549	0.675
30	6	154430000	155770000	68	1.3241
30	6	155790000	156690000	46	0.8839
30	6	156710000	158230000	70	-1.7231
30	6	158250000	161570000	166	-0.487
30	6	161590000	170830000	453	-1286
30	6	170850000	170890000	3	2.2671
30	7	50000	6930000	332	-0.0111
30	7	6950000	7250000	16	-1.2678
30	7	7270000	8270000	51	-0.0465
30	7	8290000	21250000	649	-0.8887
30	7	21270000	48690000	1353	-0.4983
30	7	48710000	55290000	327	-0.981
30	7	55310000	133890000	3487	-0.0941
30	7	133910000	143850000	470	-0.3778
30	7	143870000	147590000	178	-1.0197
30	7	147610000	153230000	273	-0132
30	7	153250000	153810000	26	-2.1063
30	7	153870000	159110000	255	-0751
30	8	190000	6910000	334	-0.3162
30	8	6930000	39230000	1530	-0.6164
30	8	39250000	39390000	8	-3.9251
30	8	39410000	52710000	460	-0.6981
30	8	52730000	58270000	275	-0.0586
30	8	58290000	97210000	1926	0.2118
30	8	97230000	120530000	1160	0.6182
30	8	120550000	146290000	1269	1.0023
30	9	210000	7170000	345	-0.1368
30	9	7190000	22030000	738	-0.3859
30	9	22050000	30030000	398	-0.9716
30	9	30050000	44870000	441	-0.4588
30	9	66530000	87510000	825	-0.176
30	9	87530000	103430000	768	0.4092
30	9	103450000	106010000	129	-0.0754
30	9	106030000	114070000	398	-0.7497
30	9	114090000	116670000	129	-0.2377
30	9	116690000	121530000	241	0.3497
30	9	121550000	122550000	51	-0.1813
30	9	122570000	134810000	604	0.4758
30	9	134830000	141070000	301	0.0376
30	10	110000	58890000	2537	-0.0177
30	10	58910000	65290000	318	0879
30	10	65310000	74390000	452	1.4602
30	10	74410000	75770000	66	0.8914
30	10	75790000	76970000	59	1.327
30	10	76990000	78890000	96	0.1568
30	10	78910000	83270000	204	0.929
30	10	83290000	85890000	131	-0723
30	10	85910000	88650000	138	0.3074
30	10	88670000	106530000	873	-0.4151
30	10	106550000	111550000	250	-1.0845
30	10	111570000	122330000	537	-0349
30	10	122350000	130290000	386	0.0039
30	10	130310000	132330000	102	0.6697
30	10	132350000	135430000	148	-0.0809
30	11	210000	19450000	941	-0.3691
30	11	19470000	45970000	1320	0495
30	11	45990000	65210000	714	0.062
30	11	65230000	78570000	647	0.7537
30	11	78590000	91890000	640	0.38
30	11	91910000	116770000	1231	-0.6745
30	11	116790000	117870000	55	-0.0678
30	11	117890000	134930000	852	0938
30	12	170000	9390000	456	0.8924
30	12	9410000	23230000	685	0.1107
30	12	23250000	24610000	69	-1.8518
30	12	24630000	40950000	618	0.2594
30	12	40970000	45650000	234	-0.8425
30	12	45670000	58430000	634	-0.2527
30	12	58450000	64030000	278	-0.9434
30	12	64050000	73210000	456	-0.2732
30	12	73230000	79970000	336	-0.8067
30	12	79990000	110950000	1539	0.317
30	12	110970000	126010000	745	-0.3617
30	12	126030000	130630000	228	-1.0146
30	12	130650000	133510000	137	-0275
30	12	133530000	133670000	8	-4.8311
30	12	133690000	133830000	8	-0.135
30	13	19270000	34370000	751	0.4397
30	13	34390000	49090000	733	-1.2871
30	13	49110000	49670000	29	-4.6857
30	13	49690000	49830000	8	-1.7424
30	13	49850000	81850000	1585	-0.2483
30	13	81870000	115090000	1626	-0.8244
30	14	19090000	24950000	243	-0.2235
30	14	24970000	39890000	746	-0.6232
30	14	39910000	45310000	269	-1.2283
30	14	45330000	66570000	1057	0.0716
30	14	66590000	67610000	52	-0.9349
30	14	67630000	78730000	555	0.1219
30	14	78750000	87290000	428	-0669
30	14	87310000	94730000	368	0.4068
30	14	94750000	106430000	579	0.0766
30	14	106450000	107270000	42	0.7315
30	15	20070000	22790000	39	1.1132
30	15	22810000	62090000	1841	0.3352
30	15	62110000	66670000	228	0.9838
30	15	66690000	69290000	131	-0.3391
30	15	69310000	74250000	246	0042
30	15	74270000	79290000	249	-0.154
30	15	79310000	87890000	385	-0.6163
30	15	87910000	88090000	10	-2.8658
30	15	88110000	89350000	62	-0.8062
30	15	89370000	102390000	649	-0.1311
30	16	90000	2270000	110	0.4805
30	16	2290000	31790000	1307	-0.0673
30	16	31810000	46870000	76	0.3303
30	16	46890000	59130000	606	-0.3928
30	16	59150000	66030000	345	-1.0391
30	16	66050000	90150000	1188	-0808
30	17	10000	26670000	1094	0.3643
30	17	26690000	32750000	298	-0.1049
30	17	32770000	49450000	776	0.2576
30	17	49470000	54110000	232	-0.4598
30	17	54130000	63210000	437	-0.0343
30	17	63230000	68370000	258	-0.4536
30	17	68390000	70010000	82	-1.2382
30	17	70030000	81150000	546	-0.4833
30	18	70000	8530000	421	-0.2135
30	18	8550000	22150000	486	0.1216
30	18	22170000	78010000	2765	-0.1963
30	19	270000	28310000	1136	0.1352
30	19	28330000	30690000	119	1117
30	19	30710000	32070000	69	0.7966
30	19	32090000	33550000	74	1.3186
30	19	33570000	52890000	945	0.2351
30	19	52910000	53990000	55	1.0213
30	19	54010000	55290000	64	0.3388
30	19	55310000	55390000	5	-295
30	19	55410000	59090000	184	0.1212
30	20	70000	12690000	629	0.0465
30	20	12710000	20590000	393	0977
30	20	20610000	29610000	280	0.2347
30	20	29630000	31690000	95	1.3962
30	20	31710000	37890000	308	0.2488
30	20	37910000	38850000	48	-1.3035
30	20	38870000	62890000	1193	-0.431
30	21	9430000	9530000	6	-4.1117
30	21	9570000	14950000	34	-0.315
30	21	15070000	15190000	5	-5
30	21	15210000	28290000	649	-0.8813
30	21	28310000	48090000	977	-0.0089
30	22	16930000	17270000	14	-1.0446
30	22	17290000	32930000	717	0.1621
30	22	32950000	35650000	136	-0.4224
30	22	35670000	43670000	401	0.162
30	22	43690000	51170000	369	-0096
30	23	70000	29450000	1432	-0.2108
30	23	29470000	45890000	812	-1333
30	23	45910000	45970000	4	-0.6092
30	23	45990000	46970000	50	3.6011
30	23	46990000	47770000	38	2082
30	23	47790000	48210000	22	3.2939
30	23	48290000	50410000	96	1288
30	23	50430000	67350000	606	-0.4931
30	23	67370000	67970000	31	0.2684
30	23	67990000	68550000	29	1.7794
30	23	68570000	71630000	148	0.4975
30	23	71650000	99810000	1253	-0522
30	23	99830000	155230000	2664	0.1568
30	24	2670000	59030000	596	-4.934
31	1	750000	24250000	1103	0.1379
31	1	24270000	24350000	5	-4.179
31	1	24370000	49370000	1231	0.1816
31	1	49390000	50610000	62	-0.4746
31	1	50630000	56090000	274	0.2319
31	1	56110000	112830000	2783	-0.1427
31	1	112850000	121330000	395	0.1195
31	1	142610000	189070000	2054	0179
31	1	189090000	196610000	377	0.1414
31	1	196630000	248250000	2511	0595
31	1	248270000	249210000	34	0.004
31	2	30000	13290000	654	-0.0194
31	2	13310000	14470000	59	-0.9372
31	2	14490000	48910000	1708	-0.0168
31	2	48930000	60370000	570	-0.2928
31	2	60390000	65910000	274	0.2438
31	2	65930000	67950000	101	-0.3319
31	2	67970000	75950000	398	0.1608
31	2	75970000	84730000	436	-0071
31	2	84750000	100090000	379	0.2384
31	2	100110000	115230000	661	-0.0609
31	2	115250000	119250000	198	-0.4698
31	2	119270000	123110000	191	0.1755
31	2	123130000	126970000	192	-0.6054
31	2	126990000	230150000	5079	-0.077
31	2	230170000	243050000	633	0.1313
31	3	70000	8610000	426	-0.3427
31	3	8630000	16690000	402	0.1618
31	3	16710000	24870000	405	-0.3134
31	3	24890000	36790000	595	-1.2184
31	3	36810000	50350000	674	-0.702
31	3	50370000	75610000	1255	-0.125
31	3	75630000	75770000	7	-3.9582
31	3	75790000	118890000	1985	-0.2881
31	3	118910000	132590000	677	0.1094
31	3	132610000	132910000	16	-1.4796
31	3	132930000	142970000	498	0.0688
31	3	142990000	161690000	933	-0.1406
31	3	161710000	164150000	122	-0.7237
31	3	164170000	197850000	1672	-0.0809
31	4	50000	9050000	439	0.1597
31	4	9070000	64730000	2576	-0.2493
31	4	64750000	64830000	5	-4.2186
31	4	64850000	191030000	6260	-0.2035
31	5	30000	81790000	3771	-0.1126
31	5	81810000	100750000	935	-0.2617
31	5	100770000	100990000	12	-2.6389
31	5	101010000	130350000	1464	-0.3109
31	5	130370000	135090000	235	0.2407
31	5	135110000	136870000	89	-0.3677
31	5	136890000	141690000	238	0.1815
31	5	141710000	148470000	337	-0.3723
31	5	148490000	151170000	134	0.2816
31	5	151190000	167310000	798	-0.2452
31	5	167330000	180710000	640	0.0973
31	6	170000	27910000	1368	-0.0345
31	6	27930000	44670000	826	0.2296
31	6	44690000	57530000	638	-0.1572
31	6	57550000	63790000	137	-0.7386
31	6	63810000	64450000	33	0.1855
31	6	64470000	76790000	611	-1.2699
31	6	76810000	79550000	138	-2.037
31	6	79570000	89530000	497	-1.0895
31	6	89550000	94910000	269	-0.25
31	6	94930000	95850000	39	-1941
31	6	95870000	162510000	3304	-0.0895
31	6	162530000	162790000	14	-3.2157
31	6	162810000	170890000	395	-0.0462
31	7	50000	8390000	405	0.1079
31	7	8410000	15190000	340	-0.4484
31	7	15210000	55370000	1987	-0.0275
31	7	55390000	66390000	247	0.4237
31	7	66410000	109490000	2026	-0.0606
31	7	109510000	110690000	60	-1362
31	7	110710000	119810000	455	-0.3139
31	7	119830000	145570000	1241	0.0162
31	7	145590000	146790000	61	-0.7965
31	7	146810000	159110000	594	0.0207
31	8	190000	15910000	705	-1.1389
31	8	15930000	16810000	44	-4321
31	8	16830000	31110000	710	-0.7845
31	8	31130000	36590000	273	-1.3637
31	8	36610000	39190000	130	-0.6203
31	8	39210000	39290000	5	-3.8741
31	8	39310000	41330000	102	-0.7683
31	8	41350000	89130000	2161	-0.1933
31	8	89150000	90610000	74	-1458
31	8	90630000	146290000	2758	-0.0968
31	9	210000	32310000	1595	-0.231
31	9	32330000	80930000	825	0.0062
31	9	80950000	83970000	152	-0.4664
31	9	83990000	103410000	942	0.0305
31	9	103430000	106430000	150	-0246
31	9	106450000	120850000	714	-0.0862
31	9	120870000	123470000	131	-0.6105
31	9	123490000	141070000	859	0.1408
31	10	110000	52890000	2239	0.0055
31	10	52910000	61410000	423	-0.3513
31	10	61430000	107470000	2259	0.0145
31	10	107490000	111530000	202	-0.4578
31	10	111550000	135430000	1173	0.0034
31	11	210000	770000	29	-0.4991
31	11	790000	2150000	65	1.3283
31	11	2170000	2850000	35	0.7474
31	11	2870000	20830000	881	0.0662
31	11	20850000	43210000	1113	-0.3148
31	11	43230000	77470000	1445	0.1589
31	11	77490000	101750000	1178	-0.2704
31	11	101770000	134930000	1654	9e-04
31	12	170000	15550000	760	-0.6922
31	12	15570000	33290000	880	0.0063
31	12	33310000	39450000	113	-0.6544
31	12	39470000	45910000	322	-0.1771
31	12	45930000	58390000	619	0.186
31	12	58410000	92870000	1713	-0.2285
31	12	92890000	112930000	997	0.0838
31	12	112950000	126170000	654	-0.6673
31	12	126190000	130790000	228	-1.323
31	12	130810000	133510000	129	-0.6313
31	12	133530000	133830000	16	-2.91
31	13	19270000	53830000	1712	0.063
31	13	53850000	109930000	2784	-0.2679
31	13	109950000	115090000	236	0.0516
31	14	19090000	25610000	276	0.1771
31	14	25630000	30730000	256	-0.4969
31	14	30750000	39910000	458	-0.0118
31	14	39930000	49950000	498	-0.4423
31	14	49970000	78710000	1433	0.0574
31	14	78730000	88050000	467	-0.3455
31	14	88070000	107270000	951	0.1836
31	15	20070000	46230000	1092	-0.0149
31	15	46250000	47650000	70	-0.688
31	15	47670000	97770000	2448	0.0415
31	15	97790000	98050000	14	-1138
31	15	98070000	102390000	215	0.0292
31	16	90000	47010000	1500	0.0082
31	16	47030000	58950000	590	-0.732
31	16	58970000	65870000	346	-1.395
31	16	65890000	75790000	484	-0.6971
31	16	75810000	83770000	397	-1.173
31	16	83790000	90150000	314	-0.7322
31	17	10000	5770000	281	0.0382
31	17	5790000	18530000	612	-0.7709
31	17	18570000	20530000	68	0.2692
31	17	20550000	22110000	66	0.8463
31	17	22130000	49690000	1153	0.2374
31	17	49710000	53970000	213	-0.4353
31	17	53990000	67070000	637	0.1772
31	17	67090000	67290000	11	1.4955
31	17	67310000	69390000	105	-0.1481
31	17	69410000	74450000	251	-0.7138
31	17	74470000	81150000	325	0.0698
31	18	70000	78010000	3672	-0.1018
31	19	270000	1870000	80	0.0774
31	19	1890000	3290000	71	-0.4842
31	19	3310000	8010000	227	0.1994
31	19	8030000	9250000	56	-0.7229
31	19	9270000	19810000	526	0.0414
31	19	19830000	24350000	172	0.6331
31	19	28250000	30450000	111	-0.9329
31	19	30470000	32130000	84	-0.0225
31	19	32150000	33090000	48	1.115
31	19	33110000	35010000	96	0.4384
31	19	35030000	36730000	85	0.7851
31	19	36750000	40230000	172	0.2262
31	19	40250000	47810000	369	-0.3084
31	19	47830000	59090000	554	0.2565
31	20	70000	6070000	300	0.1543
31	20	6090000	12350000	312	-0.326
31	20	12370000	62890000	2334	0.0607
31	21	9430000	30170000	788	-1.208
31	21	30190000	48090000	883	-0.7457
31	22	16930000	17270000	14	-1.4366
31	22	17290000	24470000	298	0.1446
31	22	24490000	33770000	461	-0.615
31	22	33790000	34930000	58	-1592
31	22	34950000	51170000	806	-0.6432
31	23	70000	20650000	995	0.0527
31	23	20670000	37650000	837	-0.2817
31	23	37670000	55930000	857	0.0244
31	23	55950000	148390000	4192	-0.3597
31	23	148410000	155230000	304	-0.0043
31	24	2670000	59010000	594	-4.948
32	1	750000	5910000	242	0.2527
32	1	5930000	14290000	377	0461
32	1	14310000	14990000	35	-0.1489
32	1	15010000	24250000	449	0.6024
32	1	24270000	24350000	5	-4.8857
32	1	24370000	49350000	1230	039
32	1	49370000	50710000	68	-0.4109
32	1	50730000	55750000	252	0.6651
32	1	55770000	62070000	315	0.1072
32	1	62090000	68230000	307	0881
32	1	68250000	84590000	802	-0.14
32	1	84610000	87350000	138	0.6712
32	1	87370000	91590000	212	0.1304
32	1	91610000	95650000	201	0.7452
32	1	95670000	100150000	225	-0.406
32	1	100170000	100930000	38	1.2333
32	1	100950000	109090000	378	-0.2169
32	1	109110000	149910000	687	0.4886
32	1	149930000	152070000	107	1.0135
32	1	152090000	152990000	46	0.2681
32	1	153010000	157210000	210	0.9973
32	1	157230000	187050000	1483	0.6124
32	1	187070000	196190000	457	0.0336
32	1	196210000	196790000	30	0.6005
32	1	196830000	197190000	19	1.9759
32	1	197210000	214930000	853	0.7551
32	1	214950000	220050000	256	0.411
32	1	220070000	220370000	15	1.7342
32	1	220390000	220930000	28	0.8394
32	1	220950000	222690000	85	0.3782
32	1	222710000	237950000	742	0.8881
32	1	237970000	241610000	182	0.4118
32	1	241630000	244570000	140	0.7341
32	1	244590000	245170000	30	1.4615
32	1	245190000	247730000	126	0.73
32	1	247750000	248770000	47	-0.2245
32	1	248790000	249210000	13	0.9078
32	2	30000	8630000	421	-0.3973
32	2	8650000	12270000	182	0.1116
32	2	12290000	23290000	544	-0611
32	2	23310000	24030000	37	-0.0175
32	2	24050000	24550000	26	0.891
32	2	24570000	32090000	376	-0.1029
32	2	32110000	32930000	39	0.7993
32	2	32950000	33870000	46	0.0526
32	2	33890000	36730000	142	-0.8736
32	2	36750000	40010000	163	0.1529
32	2	40030000	42030000	101	-1.3452
32	2	42050000	48950000	346	0.0723
32	2	48970000	51470000	125	-0.6911
32	2	51490000	53670000	110	-1.4339
32	2	53690000	56150000	123	0.2936
32	2	56170000	60050000	194	-1.0874
32	2	60070000	60910000	43	-0.215
32	2	60930000	61790000	44	1.2302
32	2	61810000	65950000	205	-0.0151
32	2	65970000	68250000	114	-0.6882
32	2	68270000	75950000	383	0.0741
32	2	75970000	84570000	428	-1.1698
32	2	84590000	90230000	181	0.0784
32	2	90250000	91930000	5	2724
32	2	91950000	103510000	371	-0.0072
32	2	103530000	116710000	564	-0.2879
32	2	116730000	118550000	90	-1.3479
32	2	118570000	119810000	63	-0.3992
32	2	119830000	122690000	142	0.2335
32	2	122710000	122970000	14	-0299
32	2	122990000	126970000	199	-0.9868
32	2	126990000	136950000	456	-0.1009
32	2	136970000	140850000	195	-0.7658
32	2	140870000	142050000	60	0.1118
32	2	142070000	147950000	293	-0.9481
32	2	147970000	153830000	285	-0.2176
32	2	153850000	157130000	162	-1.1436
32	2	157150000	169530000	616	-0.3672
32	2	169550000	179490000	494	0.0737
32	2	179510000	180050000	28	0.9935
32	2	180070000	189810000	487	-0.7522
32	2	189830000	192450000	130	0.1365
32	2	192470000	196270000	190	-1.1717
32	2	196290000	198650000	119	0.2868
32	2	198670000	201350000	134	-0.6771
32	2	201370000	204370000	148	0507
32	2	204390000	230610000	1305	-0.4218
32	2	230630000	235410000	236	0.098
32	2	235430000	236510000	55	1.0959
32	2	236530000	243050000	320	-0.1177
32	3	70000	8630000	427	-0.7496
32	3	8650000	18050000	469	-0.0166
32	3	18070000	24310000	309	-0.8175
32	3	24330000	31610000	364	-1.6527
32	3	31630000	34010000	120	-0164
32	3	34030000	36710000	135	-2.1958
32	3	36730000	58510000	1085	-0.825
32	3	58530000	75450000	840	-1.4728
32	3	75470000	90230000	734	-2.0431
32	3	90250000	117190000	1182	-0.0032
32	3	117210000	118850000	82	0.604
32	3	118870000	119890000	51	1.2636
32	3	119910000	131310000	564	0.4905
32	3	131330000	132030000	36	-0.4964
32	3	132050000	132410000	19	1.6118
32	3	132430000	133090000	34	-0.2087
32	3	133110000	140670000	376	0571
32	3	140690000	142750000	102	1.1344
32	3	142770000	154270000	575	0.405
32	3	154290000	154430000	8	-4.7739
32	3	154450000	161090000	331	0882
32	3	161110000	166950000	292	0.0545
32	3	166970000	186970000	996	0.4918
32	3	186990000	192910000	296	-0.157
32	3	192930000	197850000	240	0.6171
32	4	50000	150000	6	1864
32	4	170000	9150000	438	-0.0013
32	4	9170000	24410000	747	-0.7208
32	4	24430000	27010000	130	0.1274
32	4	27030000	27490000	24	-0695
32	4	27510000	36050000	425	-1.0411
32	4	36070000	36370000	16	1.2516
32	4	36390000	37590000	61	-0.7941
32	4	37610000	38990000	70	-0.1125
32	4	39010000	40150000	58	0.6769
32	4	40170000	42650000	123	-0.1078
32	4	42670000	46950000	215	-1.0497
32	4	46970000	58170000	380	-0.0532
32	4	58190000	65890000	380	-1.1383
32	4	65910000	91050000	1243	-0.3452
32	4	91070000	98810000	387	-1.047
32	4	98830000	122710000	1182	-0215
32	4	122730000	123350000	32	1.2705
32	4	123370000	139490000	801	-0.8181
32	4	139510000	178770000	1954	-0.4278
32	4	178790000	182950000	209	-0.9929
32	4	182970000	191030000	399	-0.2114
32	5	30000	17810000	881	-0.4712
32	5	17830000	31210000	656	-1.0426
32	5	31230000	36950000	275	-0.1809
32	5	36970000	37490000	27	1.3339
32	5	37510000	39310000	91	-0.0863
32	5	39330000	64490000	1071	-0788
32	5	64510000	65470000	48	0213
32	5	65490000	68150000	134	-0675
32	5	68170000	70950000	50	1.1242
32	5	70970000	81790000	539	-0.0502
32	5	81810000	130430000	2416	-0.7282
32	5	130450000	134830000	218	0.0732
32	5	134850000	137170000	117	-0.4579
32	5	137190000	141110000	194	0.1012
32	5	141130000	142330000	61	0.7373
32	5	142350000	143010000	33	-0.1422
32	5	143030000	145130000	106	-1.0379
32	5	145150000	151450000	314	-0.131
32	5	151470000	153390000	97	-0.9813
32	5	153410000	160110000	330	-0.2771
32	5	160130000	169430000	463	-0.7221
32	5	169450000	180710000	534	-0.1012
32	6	170000	230000	4	-2.9361
32	6	250000	22070000	1088	-0.2542
32	6	22090000	24270000	107	-0.8888
32	6	24290000	44430000	983	0.0549
32	6	44450000	46570000	106	-0.4435
32	6	46590000	46670000	5	2.2096
32	6	46690000	48250000	79	-0.3778
32	6	48270000	49390000	57	-1.8511
32	6	49410000	57490000	401	-0.2702
32	6	57510000	69710000	434	-1.1441
32	6	69730000	76750000	347	-0.3508
32	6	76770000	79550000	140	-1.3504
32	6	79570000	81370000	91	-0.1674
32	6	81390000	82870000	74	-1.3717
32	6	82890000	92050000	458	-0.2199
32	6	92070000	105070000	640	-0.9799
32	6	105090000	112750000	382	0.117
32	6	112770000	116190000	170	-1.1132
32	6	116210000	119710000	175	-0.1016
32	6	119730000	121410000	83	-1.2499
32	6	121430000	170890000	2445	-0.2901
32	7	50000	8270000	399	-0.088
32	7	8290000	20310000	602	-0.7255
32	7	20330000	49050000	1418	-0.1625
32	7	49070000	55630000	326	-0648
32	7	55650000	57530000	74	0.3716
32	7	57570000	57790000	11	-1038
32	7	57850000	67810000	218	0.2304
32	7	67830000	69170000	67	0.8981
32	7	69190000	76310000	281	-0.0891
32	7	76350000	76550000	5	-4.1027
32	7	76630000	79430000	133	-0.4121
32	7	79450000	86770000	365	-1041
32	7	86790000	87870000	55	-0.011
32	7	87890000	91590000	184	-1.7973
32	7	91610000	92210000	31	1.2459
32	7	92230000	108290000	776	-0.0809
32	7	108310000	126230000	896	-0.6349
32	7	126250000	135770000	466	-0.0568
32	7	135790000	137070000	64	-1.0767
32	7	137090000	143110000	293	0.0712
32	7	143130000	147690000	204	-0.8491
32	7	147710000	149630000	96	-0.022
32	7	149670000	149890000	9	-2.2765
32	7	149930000	159110000	444	-0.1562
32	8	190000	5190000	251	-0.0389
32	8	5210000	13450000	331	0.4008
32	8	13470000	14990000	77	-0.2751
32	8	15010000	31170000	803	0.3872
32	8	31190000	36610000	271	-0.1906
32	8	36630000	43230000	331	0249
32	8	43250000	60790000	669	-0.4317
32	8	60810000	66370000	278	0.2957
32	8	66390000	75250000	442	1.1653
32	8	75270000	94170000	929	0.808
32	8	94190000	96410000	112	1.4598
32	8	96430000	98550000	106	0.9085
32	8	98590000	104510000	295	1.4025
32	8	104530000	115970000	571	0.9589
32	8	115990000	123530000	377	1.251
32	8	123550000	126770000	162	1.6566
32	8	126790000	140610000	687	1.2896
32	8	140630000	143910000	161	1.7094
32	8	143930000	146290000	109	1.4452
32	9	210000	3890000	183	-0598
32	9	3910000	6950000	151	0.0371
32	9	6970000	13910000	347	-0.9531
32	9	13930000	21490000	375	-0.1882
32	9	21510000	32210000	534	-0.9636
32	9	32230000	80990000	833	-0.1405
32	9	81010000	85570000	227	-0.8318
32	9	85590000	103370000	862	-0.0629
32	9	103390000	107190000	189	-1.0178
32	9	107210000	111590000	219	0.0277
32	9	111610000	117830000	309	0.4859
32	9	117850000	122570000	235	-0.2463
32	9	122590000	141070000	904	0.4872
32	10	110000	8490000	417	-0.2381
32	10	8510000	11370000	143	-0.7173
32	10	11390000	52650000	1667	-0.079
32	10	52670000	69530000	839	-0.7854
32	10	69550000	77210000	378	0.226
32	10	77230000	93530000	783	-0.3783
32	10	93550000	107030000	672	0.0246
32	10	107050000	111530000	224	-1.0484
32	10	111550000	135430000	1174	-0.1265
32	11	210000	30710000	1502	0.3679
32	11	30730000	36550000	292	1.1848
32	11	36570000	43210000	329	0.371
32	11	43230000	48290000	254	1.1277
32	11	48310000	51450000	86	0.6048
32	11	51470000	79310000	1196	-0.0283
32	11	79330000	100770000	1038	-0.7732
32	11	100790000	102970000	109	0.047
32	11	102990000	103190000	11	2.1161
32	11	103210000	107890000	233	-0751
32	11	107910000	108210000	16	1.6706
32	11	108230000	108950000	37	-0.0358
32	11	108970000	109610000	33	-1.2589
32	11	109630000	134930000	1264	-0.1837
32	12	170000	16410000	803	-0.0501
32	12	16430000	18150000	87	-1.3737
32	12	18170000	33170000	744	-0.1168
32	12	33190000	39050000	99	-1.0812
32	12	39070000	40610000	78	-0.1446
32	12	40630000	40970000	18	1.7088
32	12	40990000	48030000	352	-0.4465
32	12	48050000	58430000	515	0.1233
